\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2025-10-17 08:00:17,,,,,,,,,,,,,,
\\For 2025,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2025-03-13,8,18083,564,1451,1140,1109,6244,1265,124,3501,593,2285,18275,192
2025-03-13,9,17522,562,1438,1106,940,6272,1182,124,3392,593,2149,17759,237
2025-03-13,10,16809,545,1391,1079,738,6259,1056,122,3323,593,1852,16957,148
2025-03-13,11,16171,529,1338,1043,647,6242,975,118,3263,593,1628,16376,205
2025-03-13,12,15699,520,1284,1016,584,6201,930,117,3210,575,1586,16023,325
2025-03-13,13,15518,504,1275,992,547,6158,892,116,3186,544,1563,15778,260
2025-03-13,14,15320,510,1284,966,575,6046,879,116,3137,537,1534,15585,264
2025-03-13,15,15348,500,1267,968,676,5996,886,117,3147,536,1532,15626,278
2025-03-13,16,15784,503,1276,1017,797,6003,955,120,3178,548,1626,16023,239
2025-03-13,17,16514,514,1305,1075,951,6058,1059,120,3293,579,1762,16717,203
2025-03-13,18,16988,526,1349,1101,1106,6128,1145,120,3334,581,1871,17262,275
2025-03-13,19,17638,588,1432,1107,1178,6299,1232,118,3423,605,1917,17900,262
2025-03-13,20,17908,631,1454,1103,1165,6343,1259,117,3502,589,1899,18062,154
2025-03-13,21,17394,625,1427,1085,1089,6180,1213,116,3409,572,1824,17541,147
2025-03-13,22,16638,617,1452,1026,1034,5879,1139,111,3257,541,1738,16795,156
2025-03-13,23,15722,602,1446,966,989,5546,1063,107,3107,526,1645,16000,277
2025-03-13,24,15164,590,1417,938,957,5280,1011,106,2935,499,1581,15314,150
2025-03-14,1,14577,581,1409,910,950,5018,973,104,2865,484,1542,14837,261
2025-03-14,2,14350,576,1409,900,949,4936,943,100,2777,482,1589,14663,313
2025-03-14,3,14383,579,1399,892,985,4870,928,98,2765,496,1673,14685,302
2025-03-14,4,14582,598,1399,909,1003,4925,948,97,2741,507,1734,14861,279
2025-03-14,5,15148,604,1373,969,1044,5102,1001,100,2837,506,1811,15347,199
2025-03-14,6,16169,602,1378,1058,1125,5434,1078,100,3065,537,1946,16324,155
2025-03-14,7,16823,533,1434,1118,1171,5759,1156,104,3209,554,2060,17099,276
2025-03-14,8,16814,546,1464,1116,1010,5932,1139,104,3239,565,2096,17211,397
2025-03-14,9,16437,536,1433,1062,797,5994,1044,101,3243,562,2031,16804,367
2025-03-14,10,15956,529,1415,1019,644,6044,945,105,3198,556,1755,16210,254
2025-03-14,11,15507,517,1396,999,557,6048,868,102,3131,552,1573,15743,236
2025-03-14,12,15277,525,1377,975,517,6011,832,98,3125,546,1507,15513,236
2025-03-14,13,15196,522,1374,927,479,5938,794,96,3094,540,1483,15247,51
2025-03-14,14,14888,493,1363,914,476,5814,777,93,3053,533,1455,14973,85
2025-03-14,15,14813,473,1353,929,540,5752,790,93,2983,528,1481,14921,108
2025-03-14,16,15220,466,1357,973,667,5777,870,93,3042,532,1558,15334,114
2025-03-14,17,15733,468,1363,1020,855,5823,959,92,3086,537,1668,15871,138
2025-03-14,18,16086,483,1395,1013,985,5867,1045,91,3103,538,1707,16229,143
2025-03-14,19,16450,566,1401,1030,1020,6038,1117,90,3192,541,1751,16746,297
2025-03-14,20,16649,616,1428,1054,982,5998,1125,89,3142,541,1734,16708,59
2025-03-14,21,16042,618,1442,1036,910,5830,1078,87,3065,521,1653,16240,198
2025-03-14,22,15362,615,1406,986,868,5534,1007,85,2900,494,1558,15453,91
2025-03-14,23,14554,609,1366,918,835,5212,927,81,2748,463,1479,14639,85
2025-03-14,24,13969,597,1329,874,817,4943,862,79,2611,462,1407,13982,13
2025-03-15,1,13471,588,1326,839,780,4729,820,78,2509,469,1373,13514,43
2025-03-15,2,13274,589,1336,810,791,4569,797,78,2439,454,1446,13308,34
2025-03-15,3,13234,582,1324,821,795,4493,784,77,2422,452,1536,13288,55
2025-03-15,4,13325,582,1326,796,802,4477,788,78,2412,457,1600,13319,-6
2025-03-15,5,13544,581,1322,812,826,4561,813,79,2457,467,1663,13581,37
2025-03-15,6,14106,558,1330,880,864,4691,853,80,2540,489,1750,14036,-70
2025-03-15,7,14483,558,1361,920,904,4843,912,86,2625,504,1829,14543,59
2025-03-15,8,14903,560,1388,926,819,5058,957,90,2803,518,1899,15018,115
2025-03-15,9,15549,593,1401,879,728,5353,1014,94,3002,509,1962,15536,-13
2025-03-15,10,15850,574,1324,875,667,5609,1052,95,3140,523,1989,15849,-2
2025-03-15,11,16097,559,1402,872,646,5798,1067,96,3176,542,1930,16089,-8
2025-03-15,12,15943,571,1429,883,608,5828,1046,90,3155,536,1764,15912,-32
2025-03-15,13,15014,616,1401,885,600,5746,985,88,2946,536,1503,15304,291
2025-03-15,14,14888,626,1399,886,614,5503,907,87,2790,526,1570,14906,19
2025-03-15,15,14542,630,1381,895,684,5412,837,87,2842,523,1455,14746,204
2025-03-15,16,15219,628,1336,963,788,5408,830,88,2879,495,1831,15245,26
2025-03-15,17,15649,631,1349,999,847,5462,915,89,2971,497,1874,15633,-16
2025-03-15,18,15714,631,1354,986,939,5521,980,90,3034,488,1826,15849,135
2025-03-15,19,15889,640,1352,1007,949,5653,1012,85,2980,488,1721,15886,-3
2025-03-15,20,15572,633,1359,996,891,5614,998,85,2883,493,1620,15571,-1
2025-03-15,21,14937,630,1332,949,853,5446,956,84,2802,490,1548,15090,153
2025-03-15,22,14462,653,1282,897,796,5208,898,78,2661,456,1492,14420,-42
2025-03-15,23,13777,645,1275,876,742,4966,838,76,2526,419,1442,13806,28
2025-03-15,24,13407,637,1250,832,726,4707,796,75,2442,401,1382,13248,-159
2025-03-16,1,12780,619,1240,770,682,4519,769,74,2389,390,1341,12793,13
2025-03-16,2,12483,622,1249,769,671,4339,742,77,2313,382,1407,12572,89
2025-03-16,3,12437,628,1285,752,677,4209,717,75,2276,395,1502,12515,78
2025-03-16,4,12514,626,1269,752,690,4222,718,74,2285,405,1568,12609,94
2025-03-16,5,12816,625,1235,772,710,4326,734,75,2323,409,1621,12830,15
2025-03-16,6,13244,627,1239,803,767,4394,772,76,2400,427,1696,13200,-44
2025-03-16,7,13654,645,1275,839,823,4536,828,82,2407,453,1763,13652,-1
2025-03-16,8,14337,620,1317,890,863,4723,886,83,2566,472,1818,14240,-98
2025-03-16,9,14860,575,1361,954,887,4980,934,86,2645,487,1863,14772,-89
2025-03-16,10,15012,563,1384,974,904,5192,936,90,2701,508,1878,15130,119
2025-03-16,11,15091,548,1392,985,904,5278,854,92,2778,510,1633,14974,-118
2025-03-16,12,14748,533,1396,980,872,5489,822,98,2846,491,1610,15137,389
2025-03-16,13,15143,521,1381,981,841,5489,910,96,2821,492,1661,15193,50
2025-03-16,14,15151,508,1372,974,732,5485,910,94,2709,524,1791,15097,-54
2025-03-16,15,15259,500,1384,957,818,5492,970,96,2727,526,1792,15262,3
2025-03-16,16,15953,510,1398,1025,975,5529,1026,105,2775,522,1992,15857,-96
2025-03-16,17,16403,518,1397,1107,971,5542,1088,110,2956,528,1935,16152,-251
2025-03-16,18,16456,534,1438,1094,948,5606,1093,111,3077,522,1888,16312,-144
2025-03-16,19,16649,562,1457,1068,953,5787,1130,107,3075,521,1810,16471,-178
2025-03-16,20,16399,574,1461,1045,938,5780,1122,103,3076,524,1713,16337,-62
2025-03-16,21,15791,578,1491,973,875,5663,1070,99,2995,505,1622,15872,81
2025-03-16,22,15041,569,1458,921,803,5382,1003,95,2867,482,1515,15094,54
2025-03-16,23,14333,560,1414,875,750,5140,932,92,2724,474,1457,14418,86
2025-03-16,24,13772,550,1378,828,750,4882,901,90,2643,455,1431,13909,136
2025-03-17,1,13617,577,1382,803,740,4702,882,87,2660,460,1451,13744,126
2025-03-17,2,13742,586,1366,771,741,4609,880,93,2634,450,1567,13695,-47
2025-03-17,3,13893,587,1343,768,768,4592,887,92,2649,448,1694,13829,-64
2025-03-17,4,13986,584,1326,810,779,4622,908,96,2669,453,1781,14028,42
2025-03-17,5,14531,589,1320,864,820,4889,970,98,2839,470,1875,14735,204
2025-03-17,6,15959,597,1381,973,917,5388,1081,107,3046,524,2029,16041,82
2025-03-17,7,17567,600,1408,1062,1036,5907,1201,119,3415,570,2207,17524,-43
2025-03-17,8,18117,587,1393,1092,1104,6140,1215,123,3561,579,2225,18018,-99
2025-03-17,9,17867,591,1344,1116,1075,6219,1105,119,3512,585,2080,17747,-120
2025-03-17,10,17202,626,1325,1112,1003,6150,977,109,3418,591,1887,17197,-4
2025-03-17,11,16532,629,1295,1078,858,6196,913,116,3379,588,1594,16647,115
2025-03-17,12,16148,605,1244,1071,792,6183,878,116,3209,577,1545,16219,71
2025-03-17,13,15765,597,1227,1053,691,6137,853,112,3233,563,1539,16005,240
2025-03-17,14,15601,604,1233,1013,608,6047,837,112,3206,541,1520,15722,121
2025-03-17,15,15473,604,1283,1000,571,6006,836,114,3144,540,1503,15599,126
2025-03-17,16,15989,598,1368,1026,673,6039,899,115,3246,532,1592,16089,100
2025-03-17,17,16719,597,1410,1101,877,6100,1015,119,3333,549,1690,16790,70
2025-03-17,18,17298,591,1435,1127,1069,6157,1124,117,3392,566,1828,17406,108
2025-03-17,19,17970,617,1504,1156,1182,6314,1236,116,3454,569,1915,18063,94
2025-03-17,20,18403,632,1523,1143,1195,6353,1268,114,3732,579,1899,18437,33
2025-03-17,21,17786,622,1505,1104,1143,6181,1214,106,3652,562,1823,17911,125
2025-03-17,22,16754,613,1441,1042,1080,5853,1116,99,3475,532,1707,16958,204
2025-03-17,23,15660,601,1413,975,993,5485,1032,93,3210,507,1608,15919,259
2025-03-17,24,14814,596,1385,925,950,5179,977,95,2894,478,1521,15001,187
2025-03-18,1,14276,585,1362,883,959,4942,938,92,2804,503,1464,14532,256
2025-03-18,2,14084,578,1312,876,958,4827,916,89,2756,515,1545,14372,288
2025-03-18,3,14145,579,1300,885,962,4772,902,85,2689,494,1630,14296,151
2025-03-18,4,14377,578,1309,906,983,4815,912,85,2620,496,1706,14410,33
2025-03-18,5,14917,535,1313,965,1035,5020,963,89,2737,517,1793,14966,50
2025-03-18,6,16068,540,1369,1063,1130,5437,1060,91,2974,587,1924,16175,107
2025-03-18,7,17261,552,1411,1127,1162,5887,1158,98,3260,578,2050,17283,22
2025-03-18,8,17103,576,1418,1104,1000,5962,1106,101,3251,583,2055,17154,52
2025-03-18,9,16324,576,1389,1053,807,5951,976,99,3149,559,1922,16482,158
2025-03-18,10,15664,564,1371,995,625,5995,858,96,3057,547,1589,15697,33
2025-03-18,11,15205,546,1303,983,567,5936,796,95,3055,556,1521,15359,154
2025-03-18,12,15068,532,1258,972,553,5905,779,95,3039,538,1493,15165,97
2025-03-18,13,14906,504,1238,953,523,5899,769,100,2983,519,1448,14935,30
2025-03-18,14,14756,484,1262,941,528,5836,761,103,2933,511,1435,14794,38
2025-03-18,15,14855,495,1290,953,557,5827,750,107,3012,506,1404,14902,46
2025-03-18,16,15255,482,1316,992,684,5837,830,112,3035,526,1508,15322,67
2025-03-18,17,16015,524,1344,1052,871,5869,971,115,3129,543,1659,16078,62
2025-03-18,18,16378,536,1379,1061,1022,5904,1051,113,3088,548,1766,16468,90
2025-03-18,19,17039,582,1395,1088,1089,6077,1116,111,3222,549,1809,17039,0
2025-03-18,20,17104,604,1421,1076,1102,6124,1137,109,3274,551,1762,17159,54
2025-03-18,21,16712,606,1410,1043,1040,5909,1094,104,3421,526,1655,16809,96
2025-03-18,22,15641,601,1341,987,984,5626,1009,100,3103,460,1530,15742,101
2025-03-18,23,14473,589,1318,930,903,5245,915,97,2814,459,1416,14687,214
2025-03-18,24,13706,574,1313,877,839,4921,853,88,2707,462,1361,13994,287
2025-03-19,1,13365,566,1312,848,784,4744,823,86,2568,444,1324,13500,135
2025-03-19,2,13098,570,1293,822,793,4634,807,89,2477,438,1387,13311,213
2025-03-19,3,13179,568,1292,836,798,4567,797,85,2470,436,1467,13317,138
2025-03-19,4,13417,567,1296,855,831,4599,808,84,2489,443,1550,13522,105
2025-03-19,5,13962,555,1292,921,865,4792,858,85,2596,446,1650,14059,97
2025-03-19,6,15121,565,1321,1019,983,5206,954,84,2878,502,1805,15319,197
2025-03-19,7,16403,545,1400,1089,1023,5659,1051,92,3137,549,1946,16492,89
2025-03-19,8,16588,556,1413,1076,937,5816,1046,96,3162,536,1955,16593,5
2025-03-19,9,16105,533,1400,1037,812,5856,979,99,3088,520,1919,16243,138
2025-03-19,10,15620,504,1407,992,679,5825,880,92,3026,517,1840,15761,141
2025-03-19,11,15184,483,1406,960,582,5821,771,89,2994,500,1553,15159,-25
2025-03-19,12,14512,476,1396,932,560,5795,721,90,2940,487,1344,14742,229
2025-03-19,13,14229,475,1386,914,513,5805,686,90,2939,483,1328,14619,390
2025-03-19,14,14297,470,1376,908,491,5779,674,96,2926,486,1326,14532,235
2025-03-19,15,14499,470,1371,942,580,5759,702,102,2967,502,1312,14708,209
2025-03-19,16,15327,472,1409,974,692,5804,764,106,3067,518,1417,15221,-106
2025-03-19,17,15794,479,1418,1038,825,5857,878,112,3081,525,1533,15744,-49
2025-03-19,18,16018,486,1427,1051,928,5851,973,104,3139,521,1700,16180,162
2025-03-19,19,16532,525,1502,1059,1012,5931,1058,98,3228,526,1721,16660,128
2025-03-19,20,16660,549,1509,1053,993,5958,1068,93,3328,522,1639,16714,54
2025-03-19,21,15941,549,1483,1039,873,5799,1007,91,3268,501,1572,16183,241
2025-03-19,22,15119,542,1452,974,796,5470,921,86,3118,472,1467,15298,179
2025-03-19,23,14123,531,1425,899,719,5057,834,81,2829,443,1380,14197,73
2025-03-19,24,13240,530,1394,847,675,4761,779,84,2515,432,1333,13350,110
2025-03-20,1,12846,556,1374,818,652,4541,739,82,2430,435,1300,12926,80
2025-03-20,2,12673,565,1369,795,633,4432,714,77,2377,412,1376,12750,77
2025-03-20,3,12623,565,1366,788,629,4354,705,75,2359,385,1465,12691,68
2025-03-20,4,12781,561,1331,808,643,4354,724,76,2412,392,1561,12862,81
2025-03-20,5,13244,558,1300,857,686,4554,773,79,2507,410,1653,13377,133
2025-03-20,6,14403,568,1346,969,779,4961,876,86,2779,456,1798,14617,215
2025-03-20,7,15781,581,1383,1019,845,5428,988,108,3002,532,1939,15826,45
2025-03-20,8,16199,558,1341,1024,771,5667,1013,113,3104,558,1938,16087,-113
2025-03-20,9,16053,533,1339,1012,731,5826,1005,111,3136,562,1979,16234,180
2025-03-20,10,16269,508,1369,1002,667,5940,1002,112,3140,585,1957,16281,12
2025-03-20,11,16426,523,1403,992,658,5946,992,113,3146,557,1977,16307,-118
2025-03-20,12,16367,500,1396,990,774,6048,961,112,3133,592,1861,16366,-1
2025-03-20,13,16301,491,1407,1027,830,6066,997,108,3147,570,1951,16594,293
2025-03-20,14,16704,475,1399,1035,850,6044,989,114,3203,548,1971,16630,-74
2025-03-20,15,16269,472,1402,1051,856,6011,1032,116,3195,545,1834,16513,244
2025-03-20,16,16845,512,1417,1105,927,6088,1094,117,3258,557,1973,17048,203
2025-03-20,17,17185,531,1442,1139,981,6100,1161,119,3274,556,1932,17236,50
2025-03-20,18,17192,539,1470,1126,984,6160,1187,117,3312,548,1908,17352,159
2025-03-20,19,17895,578,1506,1100,1002,6320,1240,113,3391,570,1898,17720,-175
2025-03-20,20,17751,560,1481,1092,972,6303,1253,113,3545,567,1813,17700,-51
2025-03-20,21,17137,570,1498,1035,922,6109,1206,113,3544,550,1712,17259,122
2025-03-20,22,16213,592,1504,974,868,5793,1116,113,3119,522,1633,16234,21
2025-03-20,23,15190,572,1471,921,814,5428,1031,111,2968,488,1562,15366,176
2025-03-20,24,14639,583,1440,872,794,5139,986,113,2831,482,1518,14756,117
2025-03-21,1,14284,588,1405,861,792,4938,955,116,2737,470,1521,14384,100
2025-03-21,2,14244,589,1417,850,780,4810,944,121,2713,471,1620,14316,71
2025-03-21,3,14430,587,1422,848,786,4748,945,123,2658,472,1711,14301,-130
2025-03-21,4,14618,570,1408,865,816,4780,964,125,2796,486,1804,14614,-4
2025-03-21,5,15229,588,1395,905,873,4987,1019,134,2856,502,1919,15177,-53
2025-03-21,6,16433,592,1397,1017,969,5383,1119,148,3052,544,2085,16306,-127
2025-03-21,7,17477,542,1422,1099,1023,5834,1216,158,3302,594,2174,17362,-115
2025-03-21,8,17426,563,1422,1080,868,5975,1195,157,3364,602,2119,17346,-80
2025-03-21,9,16536,559,1396,1017,664,5995,1081,151,3282,582,1921,16648,112
2025-03-21,10,15588,539,1379,1011,573,6001,950,144,3162,553,1597,15909,321
2025-03-21,11,15122,520,1349,991,530,5994,870,135,3102,544,1448,15483,362
2025-03-21,12,14936,507,1348,980,525,5962,821,132,3093,528,1368,15265,329
2025-03-21,13,14852,512,1361,957,498,5907,788,129,3047,509,1367,15075,223
2025-03-21,14,14703,510,1382,954,476,5849,762,128,2979,496,1376,14912,209
2025-03-21,15,14624,510,1376,956,477,5771,753,131,2915,499,1354,14742,118
2025-03-21,16,14845,519,1386,987,575,5759,807,133,2957,512,1371,15007,161
2025-03-21,17,15275,525,1389,1027,761,5803,920,133,3029,527,1456,15569,294
2025-03-21,18,16011,543,1412,1055,960,5838,1023,133,3134,538,1600,16236,225
2025-03-21,19,16818,578,1439,1083,1049,5989,1127,130,3303,553,1672,16924,107
2025-03-21,20,17141,635,1453,1088,986,6029,1150,130,3417,554,1648,17090,-51
2025-03-21,21,16384,632,1442,1064,957,5908,1119,128,3234,532,1574,16589,205
2025-03-21,22,15771,654,1439,996,895,5624,1044,126,3154,516,1481,15930,158
2025-03-21,23,15054,665,1406,946,818,5295,958,122,2997,489,1387,15083,29
2025-03-21,24,14258,657,1375,882,790,5019,893,119,2643,467,1332,14179,-79
2025-03-22,1,13611,652,1367,839,786,4782,851,117,2556,441,1308,13700,89
2025-03-22,2,13360,643,1361,836,762,4631,824,118,2440,460,1380,13455,94
2025-03-22,3,13303,638,1367,835,771,4540,808,123,2418,461,1448,13408,104
2025-03-22,4,13451,638,1353,845,803,4528,804,128,2483,470,1519,13570,119
2025-03-22,5,13734,639,1352,860,817,4596,827,127,2511,492,1615,13836,102
2025-03-22,6,14275,633,1403,902,881,4671,875,128,2582,504,1717,14296,21
2025-03-22,7,14885,632,1460,930,927,4853,935,133,2732,526,1831,14960,75
2025-03-22,8,15509,660,1461,958,876,5157,999,138,2856,527,1890,15521,12
2025-03-22,9,15941,658,1478,959,832,5465,1069,142,2972,537,1961,16073,132
2025-03-22,10,16541,642,1465,992,788,5791,1089,144,3045,565,1965,16486,-55
2025-03-22,11,16503,618,1433,1043,809,5874,1082,146,3054,576,1910,16546,43
2025-03-22,12,16424,600,1395,1073,858,5853,1076,145,3018,575,1879,16473,49
2025-03-22,13,16021,591,1376,1056,860,5785,1027,146,3006,552,1595,15993,-28
2025-03-22,14,15628,583,1358,1074,825,5761,999,146,2991,531,1511,15780,152
2025-03-22,15,15618,593,1363,1095,845,5678,1015,150,2951,513,1493,15694,77
2025-03-22,16,15921,601,1382,1112,907,5715,1035,154,3005,519,1549,15978,57
2025-03-22,17,16450,605,1404,1149,973,5769,1080,153,3074,536,1663,16408,-42
2025-03-22,18,16785,619,1445,1146,1015,5867,1167,154,3116,545,1751,16824,38
2025-03-22,19,17429,637,1507,1144,1057,6024,1244,154,3204,559,1811,17343,-86
2025-03-22,20,17538,656,1519,1121,1049,6093,1262,157,3244,568,1786,17456,-82
2025-03-22,21,17045,615,1475,1088,1015,5973,1223,155,3175,561,1720,16999,-46
2025-03-22,22,16375,640,1460,1052,970,5732,1166,150,3043,542,1653,16406,32
2025-03-22,23,15798,635,1429,1003,927,5498,1094,152,2951,520,1595,15803,5
2025-03-22,24,15210,624,1407,961,917,5199,1044,153,2810,502,1540,15157,-53
2025-03-23,1,14603,612,1396,941,870,4983,1016,151,2700,494,1525,14689,87
2025-03-23,2,14412,611,1413,931,853,4849,998,150,2696,489,1599,14590,179
2025-03-23,3,14738,613,1413,938,901,4792,991,147,2707,478,1674,14655,-83
2025-03-23,4,14860,611,1407,964,916,4791,1002,147,2714,481,1741,14773,-87
2025-03-23,5,15007,610,1409,987,962,4857,1030,149,2721,487,1800,15014,7
2025-03-23,6,15495,613,1465,1013,1030,4954,1076,151,2816,514,1896,15528,33
2025-03-23,7,15968,611,1517,1036,1078,5070,1126,154,2883,535,1957,15968,-1
2025-03-23,8,15972,623,1525,1032,932,5203,1095,154,2928,545,1946,15982,10
2025-03-23,9,15448,633,1445,1013,764,5296,1015,153,2893,532,1810,15555,107
2025-03-23,10,14915,639,1426,997,655,5428,937,150,2906,527,1621,15287,371
2025-03-23,11,14758,636,1399,980,626,5536,903,146,2905,531,1559,15222,464
2025-03-23,12,14890,637,1389,973,601,5607,897,139,2901,537,1551,15232,342
2025-03-23,13,14974,633,1387,958,568,5583,870,151,2865,533,1573,15119,145
2025-03-23,14,14956,635,1375,945,547,5572,849,148,2886,531,1650,15137,181
2025-03-23,15,15048,634,1377,949,572,5598,850,146,2936,525,1759,15345,297
2025-03-23,16,15780,638,1382,996,714,5718,953,145,3059,578,1879,16061,281
2025-03-23,17,16855,647,1398,1065,939,5936,1070,148,3199,580,1920,16902,47
2025-03-23,18,17274,646,1427,1097,1131,6033,1167,150,3204,572,1886,17313,39
2025-03-23,19,17747,649,1472,1130,1210,6231,1232,147,3295,571,1779,17717,-30
2025-03-23,20,17492,654,1496,1122,1207,6202,1236,148,3272,567,1670,17573,81
2025-03-23,21,16761,646,1471,1094,1151,6051,1178,143,3120,543,1601,16998,237
2025-03-23,22,16085,624,1442,1043,1089,5745,1091,139,3014,516,1531,16236,150
2025-03-23,23,15338,611,1396,979,1003,5439,1007,136,2881,487,1468,15407,70
2025-03-23,24,14765,598,1347,928,909,5166,956,137,2779,462,1413,14694,-71
2025-03-24,1,14333,587,1329,902,877,4995,933,134,2722,462,1378,14319,-14
2025-03-24,2,14278,585,1362,884,850,4878,926,136,2677,483,1444,14226,-52
2025-03-24,3,14352,551,1366,881,855,4857,927,139,2670,465,1512,14224,-128
2025-03-24,4,14291,548,1356,905,880,4887,939,139,2708,441,1583,14386,95
2025-03-24,5,14827,554,1373,963,909,5100,986,113,2809,460,1703,14970,143
2025-03-24,6,16095,563,1432,1067,1001,5527,1069,92,3024,533,1876,16184,89
2025-03-24,7,17436,587,1486,1157,1098,5978,1155,100,3267,568,2025,17420,-16
2025-03-24,8,17646,586,1449,1189,1110,6096,1172,100,3336,586,2043,17666,19
2025-03-24,9,17550,581,1446,1200,1096,6245,1150,101,3346,583,2065,17813,263
2025-03-24,10,17770,575,1425,1192,1065,6359,1173,95,3348,595,2093,17919,150
2025-03-24,11,17865,560,1406,1148,1046,6444,1171,93,3320,603,2093,17882,18
2025-03-24,12,17643,540,1388,1079,982,6437,1160,92,3335,581,2061,17655,12
2025-03-24,13,17381,557,1360,1040,906,6472,1149,92,3377,577,1997,17526,144
2025-03-24,14,17439,575,1340,1041,849,6501,1128,93,3360,589,2064,17541,103
2025-03-24,15,17430,555,1351,1077,824,6479,1129,94,3325,572,2066,17471,41
2025-03-24,16,17501,559,1361,1088,902,6422,1157,97,3374,573,2093,17626,125
2025-03-24,17,17749,559,1358,1114,1043,6452,1221,100,3448,591,1987,17871,123
2025-03-24,18,17790,563,1399,1136,1086,6431,1241,99,3455,569,1935,17914,124
2025-03-24,19,18139,625,1479,1151,1091,6495,1276,95,3562,576,1847,18197,59
2025-03-24,20,18184,659,1501,1114,1047,6504,1270,93,3625,570,1754,18137,-48
2025-03-24,21,17347,660,1463,1079,995,6219,1205,92,3447,540,1721,17421,74
2025-03-24,22,16655,648,1444,1003,932,5935,1119,86,3403,510,1637,16717,62
2025-03-24,23,15817,607,1421,928,869,5553,1026,84,3118,484,1552,15641,-176
2025-03-24,24,14737,616,1401,875,824,5251,963,84,2861,452,1493,14818,81
2025-03-25,1,14454,609,1377,845,830,5040,933,85,2786,464,1478,14447,-7
2025-03-25,2,14321,603,1314,828,819,4882,916,86,2721,470,1570,14208,-113
2025-03-25,3,14268,604,1313,826,812,4787,905,86,2756,458,1651,14197,-71
2025-03-25,4,14433,610,1306,843,829,4824,922,85,2747,463,1750,14379,-54
